"";"ID";"Commune";"Langue";"Canton";"Poids";"An_Debut";"An_Fin";"F_1";"F_2"
"Valbirse10";717;"Valbirse";"Français";"Berne";0,000528192569632362;2002;2007;0,488573972460674;-1,5148501018741
"Valbroye10";5831;"Valbroye";"Français";"Vaud";0,000339657865720384;2002;2007;-0,916850722455709;-0,0537197886631068
"Valeyres-sous-Montagny10";5933;"Valeyres-sous-Montagny";"Français";"Vaud";6,47325633403489e-05;2002;2007;0,93511681176669;-0,0268964570208157
"Valeyres-sous-Rances10";5763;"Valeyres-sous-Rances";"Français";"Vaud";5,91440093418213e-05;2002;2007;-0,206312580960967;-0,0462370279571185
"Valeyres-sous-Ursins10";5934;"Valeyres-sous-Ursins";"Français";"Vaud";3,69625909651033e-05;2002;2007;-1,14077388576773;-0,126194611307244
"Vallon10";2045;"Vallon";"Français";"Fribourg";5,02562649455684e-05;2002;2007;0,491373444670229;0,096019372660015
"Vallorbe10";5764;"Vallorbe";"Français";"Vaud";0,000351556215946556;2002;2007;0,641417483385814;-0,622987262927632
"Vandoeuvres10";6642;"Vandoeuvres";"Français";"Genève";0,000309568302710829;2002;2007;-2,50639204686707;1,54209794476097
"Vaulion10";5765;"Vaulion";"Français";"Vaud";6,33147642560288e-05;2002;2007;0,0997777895368259;-0,0447089524349377
"Vaulruz10";2155;"Vaulruz";"Français";"Fribourg";0,000129181061970087;2002;2007;-0,937763417438546;-0,971726971168274
"Vaux-sur-Morges10";5650;"Vaux-sur-Morges";"Français";"Vaud";2,18776809498727e-05;2002;2007;-0,539727540364736;0,957252859452635
"Vendlincourt10";6806;"Vendlincourt";"Français";"Jura";8,36950676679592e-05;2002;2007;-0,20511756151153;-1,50198590936018
"Vernayaz10";6219;"Vernayaz";"Français";"Valais";0,000239335432859933;2002;2007;-0,255098384787751;-1,46595254875947
"Vernier10";6643;"Vernier";"Français";"Genève";0,00247161841528437;2002;2007;2,05369978580386;-0,610566217756193
"Vérossaz10";6220;"Vérossaz";"Français";"Valais";8,63311922372896e-05;2002;2007;-0,831548412154916;-1,37318719504419
"Versoix10";6644;"Versoix";"Français";"Genève";0,000931527789242127;2002;2007;0,660119828266075;0,490603692209454
"Vétroz10";6025;"Vétroz";"Français";"Valais";0,000507596757560525;2002;2007;-0,842054551966428;-1,39644484771626
"Vevey10";5890;"Vevey";"Français";"Vaud";0,00154685099930708;2002;2007;1,61996469205707;0,690944495831694
"Vex10";6089;"Vex";"Français";"Valais";0,000214679037429133;2002;2007;-1,04224810811873;-0,969759213183586
"Veyrier10";6645;"Veyrier";"Français";"Genève";0,00113311213638948;2002;2007;-0,805893902578377;1,24071442267356
"Veysonnaz10";6267;"Veysonnaz";"Français";"Valais";6,90127925214759e-05;2002;2007;0,237783986579033;-1,26864283368027
"Veytaux10";5891;"Veytaux";"Français";"Vaud";0,00010081506706159;2002;2007;-0,905734254331562;0,927787895989603
"Vich10";5732;"Vich";"Français";"Vaud";7,22691153237676e-05;2002;2007;-0,695093988496394;1,12964985678515
"Villars-Epeney10";5935;"Villars-Epeney";"Français";"Vaud";1,07778489059371e-05;2002;2007;-1,57359252532767;0,892281094747988
"Villars-le-Comte10";5690;"Villars-le-Comte";"Français";"Vaud";2,16479996447671e-05;2002;2007;0,353304056957186;-1,34567240839625
"Villars-le-Terroir10";5537;"Villars-le-Terroir";"Français";"Vaud";0,000101239011526621;2002;2007;-0,354136293271089;-0,172343691376551
"Villars-Sainte-Croix10";5651;"Villars-Sainte-Croix";"Français";"Vaud";6,91619780420819e-05;2002;2007;-0,649962231828921;0,694705108434101
"Villars-sous-Yens10";5652;"Villars-sous-Yens";"Français";"Vaud";6,43311576949774e-05;2002;2007;-0,365718751183402;1,26324448539404
"Villars-sur-Glâne10";2228;"Villars-sur-Glâne";"Français";"Fribourg";0,00125811760273143;2002;2007;0,322765980777262;0,85518463868305
"Villarsel-sur-Marly10";2230;"Villarsel-sur-Marly";"Français";"Fribourg";1,4435583400232e-05;2002;2007;-0,583528238932964;0,401945116194467
"Villarzel10";5830;"Villarzel";"Français";"Vaud";6,03611056034557e-05;2002;2007;-0,164394265768626;0,191119483535808
"Villaz10";2117;"Villaz";"Français";"Fribourg";0,000269434256364294;2002;2007;0,265490377694102;-0,793257254032992
"Villeneuve (VD)10";5414;"Villeneuve (VD)";"Français";"Vaud";0,000380911418637881;2002;2007;0,0334562286820628;-0,360839409720483
"Villeret10";448;"Villeret";"Français";"Berne";0,000130507946435651;2002;2007;1,4477468608231;-0,668248850464964
"Villorsonnens10";2114;"Villorsonnens";"Français";"Fribourg";0,000167981330124724;2002;2007;-0,193800769160987;-1,76222279900518
"Vinzel10";5863;"Vinzel";"Français";"Vaud";3,67575950339109e-05;2002;2007;-1,43057004564668;1,94651601714188
"Vionnaz10";6158;"Vionnaz";"Français";"Valais";0,000246035901961682;2002;2007;-0,741862786878426;-1,08898231245536
"Vouvry10";6159;"Vouvry";"Français";"Valais";0,000374749734653716;2002;2007;-0,628771519997806;-1,14959318542905
"Vuadens10";2160;"Vuadens";"Français";"Fribourg";0,000239330157173775;2002;2007;-0,387314968083429;-1,05582448418199
"Vuarrens10";5539;"Vuarrens";"Français";"Vaud";7,6532172070868e-05;2002;2007;-0,115134463341122;-0,23335012919482
"Vucherens10";5692;"Vucherens";"Français";"Vaud";5,80621459981463e-05;2002;2007;0,328404363366388;0,382872395382296
"Vufflens-la-Ville10";5503;"Vufflens-la-Ville";"Français";"Vaud";0,000140897674633899;2002;2007;0,241550579578623;0,751294271842154
"Vufflens-le-Château10";5653;"Vufflens-le-Château";"Français";"Vaud";9,40341021753408e-05;2002;2007;-1,21638509777653;1,6147186945899
"Vugelles-La Mothe10";5937;"Vugelles-La Mothe";"Français";"Vaud";1,63481571933115e-05;2002;2007;-0,98314501264616;0,390394558892625
"Vuisternens-devant-Romont10";2113;"Vuisternens-devant-Romont";"Français";"Fribourg";0,000247185820145135;2002;2007;-0,377093095731878;-1,16132226539381
"Vuiteboeuf10";5766;"Vuiteboeuf";"Français";"Vaud";4,88813334566818e-05;2002;2007;0,445475440634739;-0,134206448099803
"Vulliens10";5803;"Vulliens";"Français";"Vaud";6,12089945335185e-05;2002;2007;-0,0921859538589801;0,0947115206642011
"Vullierens10";5654;"Vullierens";"Français";"Vaud";6,44642440586835e-05;2002;2007;0,382349778017225;1,3082356422109
"Vully-les-Lacs10";5464;"Vully-les-Lacs";"Français";"Vaud";0,000295573007742754;2002;2007;-1,52776927033687;0,707316856712991
"Yens10";5655;"Yens";"Français";"Vaud";0,000138122179984351;2002;2007;-0,633033843975358;1,24205707136615
"Yverdon-les-Bains10";5938;"Yverdon-les-Bains";"Français";"Vaud";0,002527488210781;2002;2007;1,40738351141439;-0,00107353854700016
"Yvonand10";5939;"Yvonand";"Français";"Vaud";0,000294054320608528;2002;2007;0,66206730954561;0,360416714221489
"Yvorne10";5415;"Yvorne";"Français";"Vaud";0,000128387556445529;2002;2007;-0,64089772997747;0,281296957362804
"Aclens11";5621;"Aclens";"Français";"Vaud";5,21462424759868e-05;2004;2009;0,357537886078323;1,01441010273485
"Agiez11";5742;"Agiez";"Français";"Vaud";3,68316511556506e-05;2004;2009;-0,879568834298153;0,700417232303201
"Aigle11";5401;"Aigle";"Français";"Vaud";0,000754382880233744;2004;2009;0,194611493886893;0,0203640726541899
"Aire-la-Ville11";6601;"Aire-la-Ville";"Français";"Genève";0,000117478902179542;2004;2009;-0,709104775812944;0,633624261449367
"Allaman11";5851;"Allaman";"Français";"Vaud";5,12039051587778e-05;2004;2009;0,0341105635618098;1,34797913706875
"Alle11";6771;"Alle";"Français";"Jura";0,000226885941069257;2004;2009;0,658560740852914;-0,633693349628273
"Anières11";6602;"Anières";"Français";"Genève";0,000256879992697363;2004;2009;-1,90283702822383;1,71382988672878
"Anniviers11";6252;"Anniviers";"Français";"Valais";0,000356936554182512;2004;2009;-0,573462243653965;-0,527312505357284
"Arbaz11";6261;"Arbaz";"Français";"Valais";0,000133729256704925;2004;2009;-0,089914663815858;-0,660496759980028
"Ardon11";6021;"Ardon";"Français";"Valais";0,000279376182624302;2004;2009;-0,80561786969522;-0,667580685024218
"Arnex-sur-Nyon11";5701;"Arnex-sur-Nyon";"Français";"Vaud";1,90721345407789e-05;2004;2009;-2,05884508427064;1,46246869735785
"Arnex-sur-Orbe11";5743;"Arnex-sur-Orbe";"Français";"Vaud";8,09347548444344e-05;2004;2009;0,475054287233081;0,297194830122443
"Arzier-Le Muids11";5702;"Arzier-Le Muids";"Français";"Vaud";0,000203725171074423;2004;2009;-0,800697876963917;0,868502942577781
"Assens11";5511;"Assens";"Français";"Vaud";0,000162400781866566;2004;2009;-0,781259508355913;0,770984216846404
"Attalens11";2321;"Attalens";"Français";"Fribourg";0,000327276480320898;2004;2009;0,278845940313042;-0,0849498842620181
"Aubonne11";5422;"Aubonne";"Français";"Vaud";0,000371850813134603;2004;2009;-0,250059562097783;1,33093170355629
"Auboranges11";2061;"Auboranges";"Français";"Fribourg";3,35617325019826e-05;2004;2009;-0,0957090035191274;-1,08024813640194
"Autigny11";2173;"Autigny";"Français";"Fribourg";9,76599467340525e-05;2004;2009;0,141960484571189;-0,113788470902285
"Avenches11";5451;"Avenches";"Français";"Vaud";0,000302899197409347;2004;2009;-0,0557116757892142;0,313387845534936
"Avry11";2174;"Avry";"Français";"Fribourg";0,000225870645249003;2004;2009;0,0939696339925363;0,106114277158049
"Avully11";6603;"Avully";"Français";"Genève";0,000229966337838859;2004;2009;1,97379981852546;0,0711509934982143
"Avusy11";6604;"Avusy";"Français";"Genève";0,000173992325510568;2004;2009;0,0245352242803843;1,20952767722046
"Ayent11";6082;"Ayent";"Français";"Valais";0,000483918117592114;2004;2009;0,8924285073432;-0,637428650750633
"Ballaigues11";5744;"Ballaigues";"Français";"Vaud";0,000115742205339201;2004;2009;0,322288945762992;0,467672120918327
"Ballens11";5423;"Ballens";"Français";"Vaud";6,56630946091647e-05;2004;2009;-1,07928197117461;0,515051700785993
"Bardonnex11";6605;"Bardonnex";"Français";"Genève";0,000274191475223228;2004;2009;0,342945469807777;0,975773683860095
"Bas-Intyamon11";2162;"Bas-Intyamon";"Français";"Fribourg";0,00016025267060558;2004;2009;0,245692308692638;-1,00272249929585
"Basse-Allaine11";6807;"Basse-Allaine";"Français";"Jura";0,000196388982501265;2004;2009;0,414338627536887;-1,45448907420722
"Bassins11";5703;"Bassins";"Français";"Vaud";0,000113838211716503;2004;2009;0,0869338158667642;0,949330325248068
"Baulmes11";5745;"Baulmes";"Français";"Vaud";0,000122422282175544;2004;2009;1,63935975331263;0,146073553186068
"Bavois11";5746;"Bavois";"Français";"Vaud";7,85960839854385e-05;2004;2009;0,79078478829028;-0,0311750926699076
"Begnins11";5704;"Begnins";"Français";"Vaud";0,000158943756241589;2004;2009;-0,548129376420278;1,06286775541514
"Belfaux11";2175;"Belfaux";"Français";"Fribourg";0,00034778825135638;2004;2009;0,632918906284023;0,223570374270142
"Bellevue11";6606;"Bellevue";"Français";"Genève";0,000218619012262083;2004;2009;-0,373945802181366;0,724016378656501
"Belmont-Broye11";2053;"Belmont-Broye";"Français";"Fribourg";0,00055377786181574;2004;2009;0,402847645633652;-0,886101958003891
"Belmont-sur-Lausanne11";5581;"Belmont-sur-Lausanne";"Français";"Vaud";0,000318692470328174;2004;2009;0,113811431473448;1,38354513943737
"Belmont-sur-Yverdon11";5902;"Belmont-sur-Yverdon";"Français";"Vaud";3,86401231140756e-05;2004;2009;-1,68530328214077;0,683100319145759
"Belprahon11";681;"Belprahon";"Français";"Berne";5,05651070197729e-05;2004;2009;0,479696038435461;-1,11168705655111
"Bercher11";5512;"Bercher";"Français";"Vaud";0,000113492616481718;2004;2009;0,227456791154067;0,696756704136356
"Bernex11";6607;"Bernex";"Français";"Genève";0,00114440475496801;2004;2009;0,730946514411577;0,850967737854223
"Berolle11";5424;"Berolle";"Français";"Vaud";3,09554588871776e-05;2004;2009;0,116509869950713;0,898275610660066
"Bettens11";5471;"Bettens";"Français";"Vaud";4,42211641727166e-05;2004;2009;-0,985985755182125;0,652051861229673
"Beurnevésin11";6773;"Beurnevésin";"Français";"Jura";2,41159132510924e-05;2004;2009;1,535443525231;-1,19652804243502
"Bex11";5402;"Bex";"Français";"Vaud";0,000628684956267628;2004;2009;0,760045297647928;-0,164109508905088
"Bière11";5425;"Bière";"Français";"Vaud";0,000160797305839334;2004;2009;-0,78926754320922;-0,134171000929011
"Billens-Hennens11";2063;"Billens-Hennens";"Français";"Fribourg";8,85442382760966e-05;2004;2009;0,027708546716378;-1,25729734347828
"Bioley-Magnoux11";5903;"Bioley-Magnoux";"Français";"Vaud";3,48997523276595e-05;2004;2009;-2,40382499991235;-0,514407859439538
"Blonay11";5881;"Blonay";"Français";"Vaud";0,000573857667529241;2004;2009;-0,636187469956084;1,36682486249322
"Boécourt11";6702;"Boécourt";"Français";"Jura";0,000100177540448353;2004;2009;1,36537408481102;-0,351153440560448
"Bofflens11";5747;"Bofflens";"Français";"Vaud";2,91630860856525e-05;2004;2009;0,987736332206502;0,055870150915472
"Bogis-Bossey11";5705;"Bogis-Bossey";"Français";"Vaud";6,21588447906141e-05;2004;2009;-1,67939583242366;1,89800658461084
"Bois-d'Amont11";2238;"Bois-d'Amont";"Français";"Fribourg";0,000289231097854153;2004;2009;0,140321117615904;0,0647947347036916
"Boncourt11";6774;"Boncourt";"Français";"Jura";0,000210787738193443;2004;2009;0,740415384633916;-0,524289739224802
"Bonfol11";6775;"Bonfol";"Français";"Jura";0,000103707411318311;2004;2009;0,874968273900376;-1,42500356244987
"Bonvillars11";5551;"Bonvillars";"Français";"Vaud";5,78303181387873e-05;2004;2009;-0,329347662142777;0,20544494691432
"Borex11";5706;"Borex";"Français";"Vaud";9,30767389783586e-05;2004;2009;-1,65719592054634;1,84581461044312
"Bossonnens11";2323;"Bossonnens";"Français";"Fribourg";0,000128450435368573;2004;2009;1,10583326684707;-0,404334873398595
"Bottens11";5514;"Bottens";"Français";"Vaud";0,000113947685983423;2004;2009;-1,0978432683703;0,442455373599242
"Botterens11";2123;"Botterens";"Français";"Fribourg";6,77228071380199e-05;2004;2009;0,197414718718143;-1,92929579682979
"Boudry11";6404;"Boudry";"Français";"Neuchâtel";0,000528139281764831;2004;2009;0,745518876429193;0,174438895704495
"Bougy-Villars11";5426;"Bougy-Villars";"Français";"Vaud";5,00157873795633e-05;2004;2009;-1,87861096639044;1,21632218353004
"Boulens11";5661;"Boulens";"Français";"Vaud";3,69840565076366e-05;2004;2009;-0,0115616053194243;0,150595720605689
"Bourg-en-Lavaux11";5613;"Bourg-en-Lavaux";"Français";"Vaud";0,000717116551841795;2004;2009;-0,534340928429915;1,45536860368346
"Bourg-Saint-Pierre11";6032;"Bourg-Saint-Pierre";"Français";"Valais";4,20638771481265e-05;2004;2009;-1,19729005878197;-1,00367199198119
"Bournens11";5472;"Bournens";"Français";"Vaud";4,49735314385065e-05;2004;2009;-0,692537049390078;0,250112836345331
"Bourrignon11";6703;"Bourrignon";"Français";"Jura";4,32841932411409e-05;2004;2009;0,733253763579122;-0,425225834192835
"Boussens11";5473;"Boussens";"Français";"Vaud";7,91971191763691e-05;2004;2009;0,475949632152785;0,344710603286802
"Bovernier11";6131;"Bovernier";"Français";"Valais";0,000127158654135502;2004;2009;-0,370925816439209;-1,7145215496353
"Bremblens11";5622;"Bremblens";"Français";"Vaud";5,42326932102172e-05;2004;2009;-1,35532808421761;1,09293685201533
"Bretigny-sur-Morrens11";5515;"Bretigny-sur-Morrens";"Français";"Vaud";7,40571950167861e-05;2004;2009;0,399386270328033;0,394045528333346
"Bretonnières11";5748;"Bretonnières";"Français";"Vaud";3,65171809575387e-05;2004;2009;1,05390764149265;-0,32166502244196
"Broc11";2124;"Broc";"Français";"Fribourg";0,000291960958574265;2004;2009;-0,0772278252498847;-1,02099752480163
"Brot-Plamboz11";6433;"Brot-Plamboz";"Français";"Neuchâtel";4,11655441931107e-05;2004;2009;-1,04410346418488;-1,02064997744963
"Buchillon11";5623;"Buchillon";"Français";"Vaud";8,62324507416367e-05;2004;2009;-1,57692702692806;1,4135076004362
"Bulle11";2125;"Bulle";"Français";"Fribourg";0,00188076272976021;2004;2009;0,116413202339536;-0,398423501088297
"Bullet11";5552;"Bullet";"Français";"Vaud";7,69271380534795e-05;2004;2009;0,0617213615874886;-0,27295724597227
"Bure11";6778;"Bure";"Français";"Jura";0,000104532238550114;2004;2009;-0,765493772552103;-1,25218283345728
"Bursinel11";5852;"Bursinel";"Français";"Vaud";4,33217579405741e-05;2004;2009;-0,349319038649942;1,2086445028439
"Bursins11";5853;"Bursins";"Français";"Vaud";7,67189222909071e-05;2004;2009;-0,88497653156748;1,63148076690988
"Burtigny11";5854;"Burtigny";"Français";"Vaud";4,13598073530364e-05;2004;2009;-0,792264575068067;0,357123711169885
"Bussigny11";5624;"Bussigny";"Français";"Vaud";0,000689731885955021;2004;2009;0,8424295295713;0,607554461784453
"Bussy-sur-Moudon11";5663;"Bussy-sur-Moudon";"Français";"Vaud";2,5001990665585e-05;2004;2009;0,493664268215618;0,0878377622985802
"Carouge (GE)11";6608;"Carouge (GE)";"Français";"Genève";0,00182519833569605;2004;2009;2,30517435477108;0,375788130383628
"Cartigny11";6609;"Cartigny";"Français";"Genève";0,000123084181220119;2004;2009;-0,029498514245665;1,51612670122486
"Céligny11";6610;"Céligny";"Français";"Genève";8,48166359450497e-05;2004;2009;-0,183378238510963;1,32797699096869
"Chalais11";6232;"Chalais";"Français";"Valais";0,000366863294327006;2004;2009;0,328042963867171;-1,07238987584433
"Chamblon11";5904;"Chamblon";"Français";"Vaud";5,87629959618564e-05;2004;2009;-0,775890478154252;0,812043868443729
"Chamoson11";6022;"Chamoson";"Français";"Valais";0,000429318363604579;2004;2009;-0,15483205596993;-1,44192221201404
"Champagne11";5553;"Champagne";"Français";"Vaud";8,8991846234284e-05;2004;2009;-0,353685744544762;0,136927278932776
"Champéry11";6151;"Champéry";"Français";"Valais";0,000181753041737404;2004;2009;-1,22326247165141;-0,937104906347318
"Champoz11";683;"Champoz";"Français";"Berne";2,725350959892e-05;2004;2009;-2,66684049767736;-2,22293063727281
"Champtauroz11";5812;"Champtauroz";"Français";"Vaud";1,73312790413336e-05;2004;2009;1,53632349808932;-0,039660565118644
"Champvent11";5905;"Champvent";"Français";"Vaud";7,87001918667247e-05;2004;2009;-0,757415967392658;-0,0801957154156421
"Chancy11";6611;"Chancy";"Français";"Genève";0,00012234782502369;2004;2009;1,35777969900725;0,268170055668768
"Chapelle (Glâne)11";2066;"Chapelle (Glâne)";"Français";"Fribourg";3,88930234849073e-05;2004;2009;0,470474622298695;-0,914652360851493
"Chardonne11";5882;"Chardonne";"Français";"Vaud";0,000332771719675723;2004;2009;-0,103218486053993;1,3836767238724
"Château-d'Oex11";5841;"Château-d'Oex";"Français";"Vaud";0,000346297158025914;2004;2009;-0,7935622466822;0,317495901954942
"Châtel-Saint-Denis11";2325;"Châtel-Saint-Denis";"Français";"Fribourg";0,00062839453050047;2004;2009;0,331090680894108;-0,837528228257815
"Châtel-sur-Montsalvens11";2128;"Châtel-sur-Montsalvens";"Français";"Fribourg";3,69936797219863e-05;2004;2009;0,456452351692142;-1,38799714455093
"Châtillon (FR)11";2008;"Châtillon (FR)";"Français";"Fribourg";5,61198288237369e-05;2004;2009;-0,361115792898864;-0,93681453909957
"Châtillon (JU)11";6704;"Châtillon (JU)";"Français";"Jura";5,6962036943318e-05;2004;2009;1,8508687994398;-0,664818701705068
"Châtonnaye11";2068;"Châtonnaye";"Français";"Fribourg";8,68389672042029e-05;2004;2009;0,895928472945177;-0,449958367435
"Chavannes-de-Bogis11";5707;"Chavannes-de-Bogis";"Français";"Vaud";8,19146568610766e-05;2004;2009;-1,43289160050102;0,920044683816236
"Chavannes-des-Bois11";5708;"Chavannes-des-Bois";"Français";"Vaud";5,27408380041574e-05;2004;2009;-1,99489532348416;1,99964350420918
"Chavannes-le-Chêne11";5907;"Chavannes-le-Chêne";"Français";"Vaud";3,17915417688471e-05;2004;2009;-1,76222460379821;-0,0291433195062634
"Chavannes-le-Veyron11";5475;"Chavannes-le-Veyron";"Français";"Vaud";2,03858257438129e-05;2004;2009;0,246939970676437;0,679325941926932
"Chavannes-près-Renens11";5627;"Chavannes-près-Renens";"Français";"Vaud";0,000424770888418913;2004;2009;2,02012803412902;-0,0821714810275997
"Chavannes-sur-Moudon11";5665;"Chavannes-sur-Moudon";"Français";"Vaud";2,88947668039871e-05;2004;2009;-2,07373402640501;-0,817835454852131
"Chavornay11";5749;"Chavornay";"Français";"Vaud";0,000353755360779086;2004;2009;0,305589546575974;0,295144871832018
"Chêne-Bougeries11";6612;"Chêne-Bougeries";"Français";"Genève";0,00126302265685109;2004;2009;-0,634471878474261;1,41333228813996
"Chêne-Bourg11";6613;"Chêne-Bourg";"Français";"Genève";0,000728066992054835;2004;2009;1,81897453956681;0,312590848030705
"Chêne-Pâquier11";5908;"Chêne-Pâquier";"Français";"Vaud";1,88757248265998e-05;2004;2009;-0,602319263467771;-0,0572768213543805
"Chénens11";2177;"Chénens";"Français";"Fribourg";7,25831864441873e-05;2004;2009;0,443348600884894;-1,02517265697695
"Cheseaux-Noréaz11";5909;"Cheseaux-Noréaz";"Français";"Vaud";8,31768307620308e-05;2004;2009;-1,59079278466067;1,12559175933962
"Cheseaux-sur-Lausanne11";5582;"Cheseaux-sur-Lausanne";"Français";"Vaud";0,000367105854957631;2004;2009;0,871463788208762;0,664799830563243
"Chéserex11";5709;"Chéserex";"Français";"Vaud";0,000115846313220487;2004;2009;-1,03226314755615;1,28663354284223
"Chessel11";5403;"Chessel";"Français";"Vaud";4,18996657477473e-05;2004;2009;-0,611857347453225;0,459183102999382
"Chevilly11";5476;"Chevilly";"Français";"Vaud";3,30558622240546e-05;2004;2009;-0,131862247869188;2,03503283422962
"Chevroux11";5813;"Chevroux";"Français";"Vaud";5,33601189062412e-05;2004;2009;-1,02819940101083;-0,489158726069708
"Chexbres11";5601;"Chexbres";"Français";"Vaud";0,000263952117037046;2004;2009;-0,450615130117182;0,922302370243819
"Cheyres-Châbles11";2055;"Cheyres-Châbles";"Français";"Fribourg";0,000240147831085235;2004;2009;0,00794985083176904;-0,614130268383993
"Chigny11";5628;"Chigny";"Français";"Vaud";3,60674778414674e-05;2004;2009;-0,571001330906978;1,69214946308953
"Chippis11";6235;"Chippis";"Français";"Valais";0,00017761663169125;2004;2009;0,792002069449566;-0,72349152001968
"Choulex11";6614;"Choulex";"Français";"Genève";0,000139108955147172;2004;2009;-0,602919738833264;1,3591686420231
"Clarmont11";5629;"Clarmont";"Français";"Vaud";2,00477434489145e-05;2004;2009;0,946110144021145;0,970806784321539
"Clos du Doubs11";6808;"Clos du Doubs";"Français";"Jura";0,000207462322029459;2004;2009;1,37791423801186;-0,738873022108047
"Coeuve11";6781;"Coeuve";"Français";"Jura";9,01421424614197e-05;2004;2009;1,41002933997071;-1,09758680681328
"Coinsins11";5710;"Coinsins";"Français";"Vaud";4,41149097371771e-05;2004;2009;-0,831499140451976;1,13849491048624
"Collex-Bossy11";6615;"Collex-Bossy";"Français";"Genève";0,000156453261871987;2004;2009;-0,611082950063885;1,21355355843385
"Collombey-Muraz11";6152;"Collombey-Muraz";"Français";"Valais";0,000620931602304624;2004;2009;-0,238517785674402;-1,24846915736745
"Collonge-Bellerive11";6616;"Collonge-Bellerive";"Français";"Genève";0,000828454333841472;2004;2009;-2,11887633919132;1,61624282277432
"Collonges11";6211;"Collonges";"Français";"Valais";8,38240168694078e-05;2004;2009;-0,449731360271242;-0,974454243967222
"Cologny11";6617;"Cologny";"Français";"Genève";0,000547019652050096;2004;2009;-2,82592614312609;1,74192279972859
"Commugny11";5711;"Commugny";"Français";"Vaud";0,000221891459720299;2004;2009;-2,11226555004415;1,79358880522202
"Concise11";5554;"Concise";"Français";"Vaud";0,00010226828429109;2004;2009;-0,414335988969933;0,435206250105003
"Confignon11";6618;"Confignon";"Français";"Genève";0,000479323024137041;2004;2009;0,320804304104862;1,2829424730614
"Conthey11";6023;"Conthey";"Français";"Valais";0,000816978548814909;2004;2009;-0,391998347599547;-0,977906196062935
"Coppet11";5712;"Coppet";"Français";"Vaud";0,000231678673838328;2004;2009;-1,68033638509615;1,72809471774599
"Corbeyrier11";5404;"Corbeyrier";"Français";"Vaud";4,98827010158572e-05;2004;2009;1,051954327673;-1,38288702699758
"Corbières11";2129;"Corbières";"Français";"Fribourg";0,000101858195682598;2004;2009;-0,238033018455986;-1,23360724429923
"Corcelles (BE)11";687;"Corcelles (BE)";"Français";"Berne";3,10416172909124e-05;2004;2009;0,86781712348319;-1,97524906861768
"Corcelles-le-Jorat11";5785;"Corcelles-le-Jorat";"Français";"Vaud";6,17059218431628e-05;2004;2009;-0,299461721089157;0,147605437018527
"Corcelles-près-Concise11";5555;"Corcelles-près-Concise";"Français";"Vaud";3,89824985174807e-05;2004;2009;0,433812605003985;0,923615305032973
"Corcelles-près-Payerne11";5816;"Corcelles-près-Payerne";"Français";"Vaud";0,000219154603047312;2004;2009;-1,0787340304794;0,0864248576836035
"Corgémont11";431;"Corgémont";"Français";"Berne";0,000232380294009403;2004;2009;0,0958111640953775;-1,41851784653186
"Corminboeuf11";2183;"Corminboeuf";"Français";"Fribourg";0,000334056181461121;2004;2009;0,143915046007663;0,544596852993731
"Cormoret11";432;"Cormoret";"Français";"Berne";8,03397195233011e-05;2004;2009;1,52722349008683;-0,534510598181276
"Cornaux11";6451;"Cornaux";"Français";"Neuchâtel";0,000191178561463747;2004;2009;0,269187647690593;-0,44306781130064
"Cornol11";6782;"Cornol";"Français";"Jura";0,000111332192185527;2004;2009;0,731235475505761;-1,40043110173844
"Corseaux11";5883;"Corseaux";"Français";"Vaud";0,000307142935168167;2004;2009;-0,990869748550072;1,40213270243103
"Corsier (GE)11";6619;"Corsier (GE)";"Français";"Genève";0,000217463600459068;2004;2009;-2,1478410492643;1,50452741915143
"Corsier-sur-Vevey11";5884;"Corsier-sur-Vevey";"Français";"Vaud";0,000345482540686778;2004;2009;0,73705169944305;0,134489425142247
"Cortaillod11";6408;"Cortaillod";"Français";"Neuchâtel";0,000534328870954289;2004;2009;0,28188654619167;0,360495714876409
"Cortébert11";433;"Cortébert";"Français";"Berne";8,57658987697809e-05;2004;2009;0,711389520625512;-1,44141832746091
"Cossonay11";5477;"Cossonay";"Français";"Vaud";0,000304209668781001;2004;2009;0,681158071311514;0,755670930114208
"Cottens (FR)11";2186;"Cottens (FR)";"Français";"Fribourg";0,000156745092116279;2004;2009;0,0207245569414176;-0,561307366880921
"Courchapoix11";6706;"Courchapoix";"Français";"Jura";6,11606970628187e-05;2004;2009;2,44845062500378;-0,455901554134373
"Courchavon11";6783;"Courchavon";"Français";"Jura";4,33727064975098e-05;2004;2009;-0,356044956745889;-1,27564768350278
"Courgenay11";6784;"Courgenay";"Français";"Jura";0,000270201277693688;2004;2009;0,71343160868457;-0,894035495030188
"Courrendlin11";6708;"Courrendlin";"Français";"Jura";0,000372391744806441;2004;2009;1,33786251000179;-0,966340943653086
"Courroux11";6709;"Courroux";"Français";"Jura";0,000343329546770694;2004;2009;1,41892150689459;-0,914150249218515
"Court11";690;"Court";"Français";"Berne";0,000207543558397963;2004;2009;0,183618910235615;-2,07447586645563
"Courtedoux11";6785;"Courtedoux";"Français";"Jura";0,00010624575758941;2004;2009;0,404257408302683;-0,854118218498554
"Courtelary11";434;"Courtelary";"Français";"Berne";0,000170399237233012;2004;2009;1,16858220060735;-0,991215635258696
"Courtepin11";2254;"Courtepin";"Français";"Fribourg";0,000493207204144106;2004;2009;0,0337585821797025;-0,798006012393252
