"";"ID";"Commune";"Langue";"Canton";"Poids";"An_Debut";"An_Fin";"F_1";"F_2"
"Dompierre (VD)3";5671;"Dompierre (VD)";"Français";"Vaud";3,65729913681251e-05;1988;1993;-0,808070996998918;-0,278850767098777
"Donneloye3";5913;"Donneloye";"Français";"Vaud";0,000100693786746277;1988;1993;-0,368391436349071;0,297559134758669
"Dorénaz3";6212;"Dorénaz";"Français";"Valais";9,96140699568552e-05;1988;1993;-1,41186172005507;-3,21571459319076
"Duillier3";5715;"Duillier";"Français";"Vaud";0,000101068360463482;1988;1993;-0,0261938888859682;1,49503392738525
"Dully3";5855;"Dully";"Français";"Vaud";4,91249673644341e-05;1988;1993;-0,211389735630036;1,30213171438378
"Echallens3";5518;"Echallens";"Français";"Vaud";0,000471884534447983;1988;1993;-0,105598049824514;0,675558426120539
"Echandens3";5633;"Echandens";"Français";"Vaud";0,000279614450146421;1988;1993;-0,0216083980615422;0,957798360086138
"Echarlens3";2131;"Echarlens";"Français";"Fribourg";8,37223881071184e-05;1988;1993;-0,721887053295218;-0,138296921500401
"Echichens3";5634;"Echichens";"Français";"Vaud";0,000275566048824653;1988;1993;-0,125218678951047;1,02850256021963
"Eclépens3";5482;"Eclépens";"Français";"Vaud";0,000115055307978137;1988;1993;-0,619021293820346;-0,114321011830725
"Ecublens (FR)3";2072;"Ecublens (FR)";"Français";"Fribourg";4,05982945568011e-05;1988;1993;0,169239562825114;0,185046948786805
"Ecublens (VD)3";5635;"Ecublens (VD)";"Français";"Vaud";0,000789687258038154;1988;1993;1,08287542164268;0,70683015195134
"Enges3";6453;"Enges";"Français";"Neuchâtel";4,27711667745966e-05;1988;1993;0,408697364575463;0,615848605515725
"Epalinges3";5584;"Epalinges";"Français";"Vaud";0,000918396797621683;1988;1993;0,426730136561577;1,15774224938534
"Ependes (VD)3";5914;"Ependes (VD)";"Français";"Vaud";3,74122940811746e-05;1988;1993;-0,697335751557113;0,558467353293411
"Eschert3";692;"Eschert";"Français";"Berne";4,69630704892554e-05;1988;1993;1,22329495505041;-1,18558343455622
"Essertes3";5788;"Essertes";"Français";"Vaud";3,96640294929109e-05;1988;1993;-0,512227699974483;-0,413241401064745
"Essertines-sur-Rolle3";5856;"Essertines-sur-Rolle";"Français";"Vaud";6,32471477970491e-05;1988;1993;-0,47980797539411;1,05260781536585
"Essertines-sur-Yverdon3";5520;"Essertines-sur-Yverdon";"Français";"Vaud";9,76338736581643e-05;1988;1993;-0,726661027348525;-0,17917575286166
"Estavayer3";2054;"Estavayer";"Français";"Fribourg";0,00100440038033018;1988;1993;0,267539608037101;-0,00610980322852136
"Etagnières3";5521;"Etagnières";"Français";"Vaud";9,53177416188283e-05;1988;1993;0,0212229023699655;0,272736011970272
"Etoy3";5636;"Etoy";"Français";"Vaud";0,000204510809931139;1988;1993;0,0638954984177431;0,646753389086715
"Evionnaz3";6213;"Evionnaz";"Français";"Valais";0,000155936433732683;1988;1993;-0,680039691963163;-1,48466330846981
"Evolène3";6083;"Evolène";"Français";"Valais";0,000270891926938041;1988;1993;-2,63152785739475;-2,10328463647801
"Eysins3";5716;"Eysins";"Français";"Vaud";0,000103214914716805;1988;1993;0,0492598085934337;0,788259358084212
"Fahy3";6789;"Fahy";"Français";"Jura";5,12150599022481e-05;1988;1993;0,583589261515261;-1,21832565508228
"Faoug3";5458;"Faoug";"Français";"Vaud";7,24580120980601e-05;1988;1993;-0,0540527407133997;-0,104325602526958
"Féchy3";5427;"Féchy";"Français";"Vaud";8,48286042599632e-05;1988;1993;-0,552354633093194;0,729554247478904
"Ferpicloz3";2194;"Ferpicloz";"Français";"Fribourg";3,34190319938743e-05;1988;1993;-0,251153671467554;-0,816823209593728
"Ferreyres3";5483;"Ferreyres";"Français";"Vaud";3,28175947019357e-05;1988;1993;-0,1289914155646;1,36651985788584
"Fétigny3";2016;"Fétigny";"Français";"Fribourg";9,77555560744851e-05;1988;1993;0,297190155976218;-0,0626060814318962
"Fey3";5522;"Fey";"Français";"Vaud";6,74307820367765e-05;1988;1993;-0,230601649792956;-0,0851510784645932
"Fiez3";5556;"Fiez";"Français";"Vaud";4,76728234120607e-05;1988;1993;-0,635058728500045;-0,2256414632459
"Finhaut3";6214;"Finhaut";"Français";"Valais";6,59700518673899e-05;1988;1993;-1,68406422376034;-1,02567712637188
"Fontaines-sur-Grandson3";5557;"Fontaines-sur-Grandson";"Français";"Vaud";1,89809059850127e-05;1988;1993;-1,18726573033334;-0,818390551765248
"Fontenais3";6790;"Fontenais";"Français";"Jura";0,000238031933202947;1988;1993;1,78896259964508;0,129372359813501
"Forel (Lavaux)3";5604;"Forel (Lavaux)";"Français";"Vaud";0,000206405144059697;1988;1993;-0,647852882577659;-0,472399633143781
"Founex3";5717;"Founex";"Français";"Vaud";0,000229903473470829;1988;1993;-0,471359867693346;1,24273928301615
"Fribourg3";2196;"Fribourg";"Français";"Fribourg";0,00440273306864394;1988;1993;1,73559821335116;1,38820676424559
"Froideville3";5523;"Froideville";"Français";"Vaud";0,000214333442194348;1988;1993;0,467083232356842;0,675494682671257
"Fully3";6133;"Fully";"Français";"Valais";0,000844302037905463;1988;1993;-1,77423860173073;-2,54171331230107
"Genève3";6621;"Genève";"Français";"Genève";0,0165385240651877;1988;1993;2,51036140846637;1,42332974376025
"Genolier3";5718;"Genolier";"Français";"Vaud";0,000175373482496527;1988;1993;0,14042083002415;1,36752730527587
"Genthod3";6622;"Genthod";"Français";"Genève";0,000257573677435158;1988;1993;0,832133883682644;1,67954053709552
"Gibloux3";2236;"Gibloux";"Français";"Fribourg";0,000811887405856562;1988;1993;0,759429318997012;0,0760984035470611
"Giez3";5559;"Giez";"Français";"Vaud";5,11631206279647e-05;1988;1993;-0,402419434762734;0,452619547370299
"Gilly3";5857;"Gilly";"Français";"Vaud";0,000108282929308902;1988;1993;-0,47645426147969;0,00984284947809221
"Gimel3";5428;"Gimel";"Français";"Vaud";0,000161078504446519;1988;1993;-0,372503572399035;-0,250060469255762
"Gingins3";5719;"Gingins";"Français";"Vaud";0,000119345196653404;1988;1993;0,0365731044337772;0,556469252669745
"Givisiez3";2197;"Givisiez";"Français";"Fribourg";0,00029882199900411;1988;1993;0,794190806793366;1,12081535146998
"Givrins3";5720;"Givrins";"Français";"Vaud";0,000106853324176189;1988;1993;0,210973897270748;0,991689912573053
"Gland3";5721;"Gland";"Français";"Vaud";0,000808234560063996;1988;1993;0,655682637645319;0,752513394916426
"Gletterens3";2022;"Gletterens";"Français";"Fribourg";9,93623637957841e-05;1988;1993;-0,0261185046289132;-0,895062159249847
"Gollion3";5484;"Gollion";"Français";"Vaud";7,53129292549803e-05;1988;1993;-0,945829976509615;0,31504235377293
"Goumoëns3";5541;"Goumoëns";"Français";"Vaud";0,000108945141296052;1988;1993;-0,826327473967712;0,0981752839360306
"Grancy3";5485;"Grancy";"Français";"Vaud";4,90927690506342e-05;1988;1993;-1,12165408855451;0,696670724051228
"Grandcour3";5817;"Grandcour";"Français";"Vaud";0,000103994113910762;1988;1993;-0,613821664141833;-0,12266022967186
"Grandevent3";5560;"Grandevent";"Français";"Vaud";2,56234181219221e-05;1988;1993;-0,537027672288004;-0,673077993841516
"Grandfontaine3";6792;"Grandfontaine";"Français";"Jura";4,18204725730937e-05;1988;1993;0,921917911010421;-1,31462181873023
"Grandson3";5561;"Grandson";"Français";"Vaud";0,000335729671436802;1988;1993;-0,424629336942814;0,427290247568407
"Grandval3";694;"Grandval";"Français";"Berne";5,36799167517462e-05;1988;1993;1,69612372601406;-1,31792734753086
"Grandvillard3";2134;"Grandvillard";"Français";"Fribourg";0,000103843159750384;1988;1993;-1,2429642095316;-0,52891075625597
"Granges (Veveyse)3";2328;"Granges (Veveyse)";"Français";"Fribourg";0,00010984942413666;1988;1993;0,859675238458648;0,248026520101368
"Granges-Paccot3";2198;"Granges-Paccot";"Français";"Fribourg";0,000252290217320167;1988;1993;0,819092536528467;0,25762719629045
"Grangettes3";2079;"Grangettes";"Français";"Fribourg";2,29519497241332e-05;1988;1993;-0,228440316809481;-1,70388577208067
"Grens3";5722;"Grens";"Français";"Vaud";4,17697992154212e-05;1988;1993;0,0194706977856516;1,47683587915369
"Grimisuat3";6263;"Grimisuat";"Français";"Valais";0,000364787576364042;1988;1993;-1,80008317649231;-1,60277576218818
"Grolley3";2200;"Grolley";"Français";"Fribourg";0,000217950767048995;1988;1993;0,940170047269749;0,994916088675793
"Grône3";6238;"Grône";"Français";"Valais";0,000254439661863443;1988;1993;-1,92441957059784;-1,81054158091158
"Gruyères3";2135;"Gruyères";"Français";"Fribourg";0,00023173135511701;1988;1993;-0,0709461297918128;0,0414792164449204
"Gryon3";5405;"Gryon";"Français";"Vaud";0,000123643671545685;1988;1993;-0,0396344329634177;0,0341844416892385
"Gy3";6624;"Gy";"Français";"Genève";5,88187762372319e-05;1988;1993;0,184466680672577;1,08174182164667
"Haut-Intyamon3";2121;"Haut-Intyamon";"Français";"Fribourg";0,000228820264751601;1988;1993;-0,28592230266141;-0,103314460642518
"Haute-Ajoie3";6809;"Haute-Ajoie";"Français";"Jura";0,000177197136280974;1988;1993;0,737883641746335;-0,48236795612248
"Haute-Sorne3";6729;"Haute-Sorne";"Français";"Jura";0,000812246469963457;1988;1993;1,75914860777091;-0,506489991215736
"Hautemorges3";5656;"Hautemorges";"Français";"Vaud";0,000421067009054803;1988;1993;-0,0477454122767206;0,825878470367386
"Hauterive (FR)3";2233;"Hauterive (FR)";"Français";"Fribourg";0,000259856198260067;1988;1993;1,01662667854107;0,565479425213613
"Hauterive (NE)3";6454;"Hauterive (NE)";"Français";"Neuchâtel";0,000335949693247768;1988;1993;0,743203023964096;0,697906340397163
"Hauteville3";2137;"Hauteville";"Français";"Fribourg";6,66168782001808e-05;1988;1993;0,0165359550849205;-0,212984982485176
"Henniez3";5819;"Henniez";"Français";"Vaud";3,14652655223419e-05;1988;1993;-0,569484275959647;-0,938534818398668
"Hérémence3";6084;"Hérémence";"Français";"Valais";0,00027167971234901;1988;1993;-2,69060078192061;-1,72131599528614
"Hermance3";6625;"Hermance";"Français";"Genève";0,000116779746741922;1988;1993;1,31444605535122;1,80866825027132
"Hermenches3";5673;"Hermenches";"Français";"Vaud";4,20091400146668e-05;1988;1993;-0,639571241595662;0,438169030479872
"Icogne3";6239;"Icogne";"Français";"Valais";6,51232362144538e-05;1988;1993;0,120322642962146;-0,880133705773825
"Isérables3";6134;"Isérables";"Français";"Valais";0,000134627589659941;1988;1993;-1,55270595422031;-0,982684243114888
"Jongny3";5885;"Jongny";"Français";"Vaud";0,000170700433887042;1988;1993;0,0558866881175578;1,41575313560041
"Jorat-Menthue3";5804;"Jorat-Menthue";"Français";"Vaud";0,000170044661562651;1988;1993;-0,605551019098502;0,204008623021214
"Jorat-Mézières3";5806;"Jorat-Mézières";"Français";"Vaud";0,00027319088654335;1988;1993;-0,0933561359283733;0,415503488819488
"Jouxtens-Mézery3";5585;"Jouxtens-Mézery";"Français";"Vaud";0,000161975764124408;1988;1993;-0,21618143847981;1,61176368246388
"Juriens3";5754;"Juriens";"Français";"Vaud";4,33196113863208e-05;1988;1993;-0,904005402248463;0,725867895982376
"Jussy3";6626;"Jussy";"Français";"Genève";0,00016106615596433;1988;1993;-0,183917476999959;0,977363252715991
"L'Abbaye3";5871;"L'Abbaye";"Français";"Vaud";0,000151496286259683;1988;1993;-0,254095777895002;-0,247159432778893
"L'Abergement3";5741;"L'Abergement";"Français";"Vaud";3,2036248953726e-05;1988;1993;-0,694463115663495;-0,904095504516884
"L'Isle3";5486;"L'Isle";"Français";"Vaud";0,000114373777002707;1988;1993;-0,148455843159597;0,106841431351953
"La Baroche3";6810;"La Baroche";"Français";"Jura";0,000186386058027396;1988;1993;0,335945624626611;-0,804686536994648
"La Brévine3";6432;"La Brévine";"Français";"Neuchâtel";0,000104223795215867;1988;1993;-1,13624671802204;-1,64636850380704
"La Brillaz3";2234;"La Brillaz";"Français";"Fribourg";0,000209457232806391;1988;1993;1,02300909601801;-0,116460084130716
"La Chaux (Cossonay)3";5474;"La Chaux (Cossonay)";"Français";"Vaud";4,87772255753957e-05;1988;1993;-0,256291824601682;0,731878758384995
"La Chaux-de-Fonds3";6421;"La Chaux-de-Fonds";"Français";"Neuchâtel";0,00438697410431338;1988;1993;1,96593146113286;0,623163373083285
"La Chaux-des-Breuleux3";6744;"La Chaux-des-Breuleux";"Français";"Jura";1,91572811928274e-05;1988;1993;1,57038741094696;0,575838989550538
"La Chaux-du-Milieu3";6435;"La Chaux-du-Milieu";"Français";"Neuchâtel";7,02137896262104e-05;1988;1993;-0,462401787263196;0,268301488096473
"La Côte-aux-Fées3";6504;"La Côte-aux-Fées";"Français";"Neuchâtel";9,2701091984027e-05;1988;1993;-0,239489136440433;-1,13423555742845
"La Ferrière3";435;"La Ferrière";"Français";"Berne";5,97084072723645e-05;1988;1993;0,632840150962021;-0,737404966920514
"La Grande Béroche3";6417;"La Grande Béroche";"Français";"Neuchâtel";0,00108164010203268;1988;1993;0,41944575442485;0,291938233784273
"La Neuveville3";723;"La Neuveville";"Français";"Berne";0,000507564559246725;1988;1993;1,39584066565998;1,02441120357171
"La Praz3";5758;"La Praz";"Français";"Vaud";2,40542869627427e-05;1988;1993;-0,212879289369198;-0,00413381147755547
"La Rippe3";5726;"La Rippe";"Français";"Vaud";8,75107237994908e-05;1988;1993;0,463808629078626;1,59822847127777
"La Roche3";2149;"La Roche";"Français";"Fribourg";0,000176928651983112;1988;1993;-0,348010519943561;-2,25291791781655
"La Sagne3";6423;"La Sagne";"Français";"Neuchâtel";0,00014866176136817;1988;1993;0,630002512069349;0,0223631154341615
"La Sarraz3";5498;"La Sarraz";"Français";"Vaud";0,000196417227118983;1988;1993;-0,268722690973363;0,35285518260436
"La Sonnaz3";2235;"La Sonnaz";"Français";"Fribourg";0,00012314768448727;1988;1993;0,703200765756532;0,565732435448918
"La Tène3";6461;"La Tène";"Français";"Neuchâtel";0,000485841430203092;1988;1993;0,738416061351026;0,448522429722717
"La Tour-de-Peilz3";5889;"La Tour-de-Peilz";"Français";"Vaud";0,00132572800600947;1988;1993;0,137382933181031;1,10961745834949
"La Verrerie3";2338;"La Verrerie";"Français";"Fribourg";0,000140314555612694;1988;1993;-0,532417865750109;-1,0075691612893
"Laconnex3";6627;"Laconnex";"Français";"Genève";9,28147990890313e-05;1988;1993;0,495025704197353;2,10764355337154
"Lajoux (JU)3";6750;"Lajoux (JU)";"Français";"Jura";8,76448834403236e-05;1988;1993;2,91557160063248;0,249833188099827
"Lancy3";6628;"Lancy";"Français";"Genève";0,00279531097080309;1988;1993;2,11757418830653;1,10737819086121
"Lausanne3";5586;"Lausanne";"Français";"Vaud";0,0127007193267387;1988;1993;1,62292663493267;1,2249580768727
"Lavey-Morcles3";5406;"Lavey-Morcles";"Français";"Vaud";0,00011305471941404;1988;1993;-0,126238065673071;-0,666528854847034
"Lavigny3";5637;"Lavigny";"Français";"Vaud";8,57505493117656e-05;1988;1993;-0,284968028318907;0,729681429482024
"Le Bémont (JU)3";6741;"Le Bémont (JU)";"Français";"Jura";4,80871083829522e-05;1988;1993;1,65246871345116;-1,17230207386624
"Le Cerneux-Péquignot3";6434;"Le Cerneux-Péquignot";"Français";"Neuchâtel";5,89572591217822e-05;1988;1993;-0,284561900927087;-0,621324884291684
"Le Châtelard3";2067;"Le Châtelard";"Français";"Fribourg";4,54943489899956e-05;1988;1993;0,265156394635922;-2,72876618379329
"Le Chenit3";5872;"Le Chenit";"Français";"Vaud";0,000503929369618722;1988;1993;0,783996420541028;0,409919618018275
"Le Flon3";2337;"Le Flon";"Français";"Fribourg";0,000136264715192581;1988;1993;0,00538108772914116;-0,642163701619669
"Le Grand-Saconnex3";6623;"Le Grand-Saconnex";"Français";"Genève";0,000799848044457149;1988;1993;1,78842207594223;1,49524592307331
"Le Landeron3";6455;"Le Landeron";"Français";"Neuchâtel";0,000507569925632359;1988;1993;0,407262994261034;0,320971597021564
"Le Lieu3";5873;"Le Lieu";"Français";"Vaud";0,000113560232940698;1988;1993;0,0486600090133584;0,311324386741277
"Le Locle3";6436;"Le Locle";"Français";"Neuchâtel";0,00155298907119446;1988;1993;1,6867254372569;0,335630692792551
"Le Mont-sur-Lausanne3";5587;"Le Mont-sur-Lausanne";"Français";"Vaud";0,000680216210950038;1988;1993;-0,25368811642771;1,00722454623487
"Le Mouret3";2220;"Le Mouret";"Français";"Fribourg";0,00037882989288517;1988;1993;0,675092007868772;-0,419694752966999
"Le Noirmont3";6754;"Le Noirmont";"Français";"Jura";0,000220092647256014;1988;1993;1,68118852333748;0,0121601722115633
"Le Pâquier (FR)3";2145;"Le Pâquier (FR)";"Français";"Fribourg";0,0001659464208791;1988;1993;-0,235641584976679;-0,0738386722927582
"Le Vaud3";5731;"Le Vaud";"Français";"Vaud";0,000118386760179295;1988;1993;0,510585819429248;0,548191651184714
"Lens3";6240;"Lens";"Français";"Valais";0,000420029150073321;1988;1993;-1,74723475468248;-1,68825503026012
"Les Bois3";6742;"Les Bois";"Français";"Jura";0,000140431872360927;1988;1993;1,33392994710923;0,457731574737124
"Les Breuleux3";6743;"Les Breuleux";"Français";"Jura";0,000210589851576551;1988;1993;1,1886045300187;0,0560166821555877
"Les Clées3";5750;"Les Clées";"Français";"Vaud";2,7254799354448e-05;1988;1993;-0,62527145638921;-0,00103835929237416
"Les Enfers3";6745;"Les Enfers";"Français";"Jura";2,49172017725787e-05;1988;1993;1,37520452336306;0,463048368273253
"Les Genevez (JU)3";6748;"Les Genevez (JU)";"Français";"Jura";6,80178646250605e-05;1988;1993;1,1308212731658;-0,313673805557107
"Les Montets3";2050;"Les Montets";"Français";"Fribourg";0,000167379133980507;1988;1993;0,269473393172656;-0,362993642641955
"Les Planchettes3";6422;"Les Planchettes";"Français";"Neuchâtel";3,4203195472456e-05;1988;1993;0,335202997099211;-0,334442078455008
"Les Ponts-de-Martel3";6437;"Les Ponts-de-Martel";"Français";"Neuchâtel";0,000199287170155677;1988;1993;-0,0114578087577327;-0,536172647459098
"Les Verrières3";6511;"Les Verrières";"Français";"Neuchâtel";0,000108951580958812;1988;1993;-0,176760236009796;-1,61367871538973
"Leysin3";5407;"Leysin";"Français";"Vaud";0,000193687883385882;1988;1993;0,259289049686767;0,612289120649711
"Leytron3";6135;"Leytron";"Français";"Valais";0,000351284676833511;1988;1993;-2,32202383217971;-2,41087326645312
"Liddes3";6033;"Liddes";"Français";"Valais";0,000114109750829548;1988;1993;-2,012690648995;-2,68053404265302
"Lignerolle3";5755;"Lignerolle";"Français";"Vaud";4,74603145409817e-05;1988;1993;-0,484211728227193;0,200207472553344
"Lignières3";6456;"Lignières";"Français";"Neuchâtel";0,000113477590601945;1988;1993;0,0668462590505619;-0,0794746220743194
"Lonay3";5638;"Lonay";"Français";"Vaud";0,000253587479824874;1988;1993;-0,0147233019419953;1,17315820824041
"Longirod3";5429;"Longirod";"Français";"Vaud";4,59244549727288e-05;1988;1993;-0,380283824138228;0,598265489231402
"Lovatens3";5674;"Lovatens";"Français";"Vaud";2,04233904432461e-05;1988;1993;-0,199933815833346;1,74213920054362
"Loveresse3";696;"Loveresse";"Français";"Berne";4,54239500726622e-05;1988;1993;1,70867208589591;-0,501531096062711
"Lucens3";5675;"Lucens";"Français";"Vaud";0,000327962364871152;1988;1993;-0,056691649290759;-0,22225169986476
"Lugnez3";6793;"Lugnez";"Français";"Jura";2,65427671273413e-05;1988;1993;0,0352042089835606;-2,66192036895905
"Luins3";5858;"Luins";"Français";"Vaud";4,39431853969112e-05;1988;1993;-0,507133035151075;0,432479426571086
"Lully (FR)3";2025;"Lully (FR)";"Français";"Fribourg";0,000119531653611806;1988;1993;0,0304541334131247;-0,6090702313092
"Lully (VD)3";5639;"Lully (VD)";"Français";"Vaud";8,73003614826651e-05;1988;1993;-0,629513462617944;1,16728129815229
